cell_id,model_alias,context_tokens_target,k,repeat,needle_id,needle_type,position_frac,position_third,expected_answer,given_answer,correct,parse_ok,error_reason
ctx64000_k20_rep2,sonnet,64000,20,2,N17,kivetel,0.81,vege,10%,A pótzárthelyin 10%-kal több időt kap a feladatok megoldására.,1,1,
ctx64000_k20_rep2,sonnet,64000,20,2,N03,hatarido,0.857,vege,2026. május 5,2026. május 5-én.,1,1,
ctx64000_k20_rep2,sonnet,64000,20,2,N12,szam,0.905,vege,42 pont,Legalább 42 pont (a lehetséges 100-ból).,1,1,
ctx64000_k20_rep2,sonnet,64000,20,2,N14,szam,0.952,vege,3,Legfeljebb 3 fő.,1,1,
ctx64000_k3_rep1,haiku,64000,3,1,N07,definicio,0.25,eleje,leadási határidő után,"Az árnyék-commit a leadási határidő után, de a manuális értékelés megkezdése előtt privát branch-re feltett commit.",1,1,
ctx64000_k3_rep1,haiku,64000,3,1,N02,hatarido,0.5,kozepe,2026. április 3,"2026. április 3-án, 23:59-kor",1,1,
ctx64000_k3_rep1,haiku,64000,3,1,N10,definicio,0.75,vege,működő prototípust,"A forduló-pont az a mérföldkő, amikor a csapat bemutatja a működő prototípust az oktatónak félidőben egy közös bemutató keretében.",1,1,
ctx64000_k3_rep1,sonnet,64000,3,1,N07,definicio,0.25,eleje,leadási határidő után,"Az árnyék-commit olyan commit, amelyet a hallgató a leadási határidő után, de a manuális értékelés megkezdése előtt tölt fel egy privát branch-re.",1,1,
ctx64000_k3_rep1,sonnet,64000,3,1,N02,hatarido,0.5,kozepe,2026. április 3,"2026. április 3-án, 23:59-kor.",1,1,
ctx64000_k3_rep1,sonnet,64000,3,1,N10,definicio,0.75,vege,működő prototípust,"Az a mérföldkő, amikor a csapat félidőben egy közös bemutató keretében bemutatja a működő prototípust az oktatónak.",1,1,
ctx64000_k3_rep2,haiku,64000,3,2,N18,kivetel,0.25,eleje,érintett / hallgató,csak az érintett hallgató pontszáma csökken,1,1,
ctx64000_k3_rep2,haiku,64000,3,2,N09,definicio,0.5,kozepe,15 perc,15 perc,1,1,
ctx64000_k3_rep2,haiku,64000,3,2,N16,kivetel,0.75,vege,hétfőn,az csak a következő hétfőn számít határidőn belülinek,1,1,
ctx64000_k3_rep2,sonnet,64000,3,2,N18,kivetel,0.25,eleje,érintett / hallgató,"Csak az érintett hallgató pontszáma csökken, a csapat többi tagjáé nem.",1,1,
ctx64000_k3_rep2,sonnet,64000,3,2,N09,definicio,0.5,kozepe,15 perc,15 perc,1,1,
ctx64000_k3_rep2,sonnet,64000,3,2,N16,kivetel,0.75,vege,hétfőn,Az csak a következő hétfőn számít határidőn belülinek.,1,1,
ctx64000_k8_rep1,haiku,64000,8,1,N01,hatarido,0.111,eleje,2026. március 14,"2026. március 14-én, 10:15-kor a nagyelőadó teremben",1,1,
ctx64000_k8_rep1,haiku,64000,8,1,N13,szam,0.222,eleje,12,legfeljebb 12 figyelmeztetés,1,1,
ctx64000_k8_rep1,haiku,64000,8,1,N06,definicio,0.333,eleje,három egymást követő futtatásban,"a fejlesztési ciklus, amely után a build szerver három egymást követő futtatásban is hibamentes eredményt ad",1,1,
ctx64000_k8_rep1,haiku,64000,8,1,N16,kivetel,0.444,kozepe,hétfőn,az csak a következő hétfőn számít határidőn belülinek,1,1,
ctx64000_k8_rep1,haiku,64000,8,1,N20,kivetel,0.556,kozepe,két / kettő / 2,két igazolatlan hiányzás után,1,1,
ctx64000_k8_rep1,haiku,64000,8,1,N18,kivetel,0.667,vege,érintett / hallgató,csak az érintett hallgató pontszáma csökken,1,1,
ctx64000_k8_rep1,haiku,64000,8,1,N10,definicio,0.778,vege,működő prototípust,"a mérföldkő, amikor a csapat bemutatja a működő prototípust az oktatónak",1,1,
ctx64000_k8_rep1,haiku,64000,8,1,N05,hatarido,0.889,vege,2026. június 2,"2026. június 2-án, 8:00-kor",1,1,
ctx64000_k8_rep1,sonnet,64000,8,1,N01,hatarido,0.111,eleje,2026. március 14,"2026. március 14-én, 10:15-kor, a nagyelőadó teremben.",1,1,
ctx64000_k8_rep1,sonnet,64000,8,1,N13,szam,0.222,eleje,12,"Legfeljebb 12 figyelmeztetést enged meg a linter ahhoz, hogy a beadás hibátlannak minősüljön.",1,1,
ctx64000_k8_rep1,sonnet,64000,8,1,N06,definicio,0.333,eleje,három egymást követő futtatásban,"Azt a fejlesztési ciklust nevezzük stabil iterációnak, amely után a build szerver három egymást követő futtatásban is hibamentes eredményt ad.",1,1,
ctx64000_k8_rep1,sonnet,64000,8,1,N16,kivetel,0.444,kozepe,hétfőn,"Ha egy hallgató hétvégén (szombaton vagy vasárnap) adja le a házi feladatot, az csak a következő hétfőn számít határidőn belülinek.",1,1,
ctx64000_k8_rep1,sonnet,64000,8,1,N20,kivetel,0.556,kozepe,két / kettő / 2,Két igazolatlan hiányzás után veszíti el a hallgató a féléves aláírás jogát.,1,1,
ctx64000_k8_rep1,sonnet,64000,8,1,N18,kivetel,0.667,vege,érintett / hallgató,"Csak az érintett hallgató pontszáma csökken, a csapat többi tagjáé nem.",1,1,
ctx64000_k8_rep1,sonnet,64000,8,1,N10,definicio,0.778,vege,működő prototípust,"Az a mérföldkő, amikor a csapat bemutatja a működő prototípust az oktatónak félidőben, egy közös bemutató keretében.",1,1,
ctx64000_k8_rep1,sonnet,64000,8,1,N05,hatarido,0.889,vege,2026. június 2,"2026. június 2-án, 8:00-kor.",1,1,
ctx64000_k8_rep2,haiku,64000,8,2,N08,definicio,0.111,eleje,két különböző csapattagnak,"Egy pull requestet két különböző csapattagnak is jóvá kell hagynia, mielőtt az összeolvasztható lenne.",1,1,
ctx64000_k8_rep2,haiku,64000,8,2,N06,definicio,0.222,eleje,három egymást követő futtatásban,"Az a fejlesztési ciklus, amely után a build szerver három egymást követő futtatásban is hibamentes eredményt ad.",1,1,
ctx64000_k8_rep2,haiku,64000,8,2,N16,kivetel,0.333,eleje,hétfőn,Az csak a következő hétfőn számít határidőn belülinek.,1,1,
ctx64000_k8_rep2,haiku,64000,8,2,N07,definicio,0.444,kozepe,leadási határidő után,"A leadási határidő után, de a manuális értékelés megkezdése előtt privát branch-re feltett commit.",1,1,
ctx64000_k8_rep2,haiku,64000,8,2,N18,kivetel,0.556,kozepe,érintett / hallgató,"Csak az érintett hallgató pontszáma csökken, a csapat többi tagjáé nem.",1,1,
ctx64000_k8_rep2,haiku,64000,8,2,N13,szam,0.667,vege,12,12,1,1,
ctx64000_k8_rep2,haiku,64000,8,2,N12,szam,0.778,vege,42 pont,42 pont,1,1,
ctx64000_k8_rep2,haiku,64000,8,2,N03,hatarido,0.889,vege,2026. május 5,2026. május 5-én,1,1,
ctx64000_k8_rep2,sonnet,64000,8,2,N08,definicio,0.111,eleje,két különböző csapattagnak,"Kettős felülvizsgálatnak hívják azt a szabályt, amely szerint egy pull requestet két különböző csapattagnak is jóvá kell hagynia, mielőtt az összeolvasztható lenne.",1,1,
ctx64000_k8_rep2,sonnet,64000,8,2,N06,definicio,0.222,eleje,három egymást követő futtatásban,"Stabil iterációnak azt a fejlesztési ciklust nevezzük, amely után a build szerver három egymást követő futtatásban is hibamentes eredményt ad.",1,1,
ctx64000_k8_rep2,sonnet,64000,8,2,N16,kivetel,0.333,eleje,hétfőn,"Ha egy hallgató hétvégén (szombaton vagy vasárnap) adja le a házi feladatot, az csak a következő hétfőn számít határidőn belülinek.",1,1,
ctx64000_k8_rep2,sonnet,64000,8,2,N07,definicio,0.444,kozepe,leadási határidő után,"Árnyék-commitnak nevezzük a leadási határidő után, de a manuális értékelés megkezdése előtt privát branch-re feltett commitot.",1,1,
ctx64000_k8_rep2,sonnet,64000,8,2,N18,kivetel,0.556,kozepe,érintett / hallgató,"Csak az érintett hallgató pontszáma csökken, a csapat többi tagjáé nem.",1,1,
ctx64000_k8_rep2,sonnet,64000,8,2,N13,szam,0.667,vege,12,12,1,1,
ctx64000_k8_rep2,sonnet,64000,8,2,N12,szam,0.778,vege,42 pont,Legalább 42 pont a lehetséges 100-ból.,1,1,
ctx64000_k8_rep2,sonnet,64000,8,2,N03,hatarido,0.889,vege,2026. május 5,2026. május 5-én.,1,1,
